-1.6555864810943604	Tre års fängelse för bedragare	Tre års fängelse för grovt bedrägeri och grovt bokföringsbrott samt näringsförbud i fem år. Det blev tingsrättens dom mot 63-årige Lennart Björklund för...
-0.8894347548484802	Sjöräddaren: "Du vet aldrig vad du ställs inför"	Jimi Andersson var ute hela natten för att hjälpa en nödställd seglare på en ö. "Det här är ett är jättespännande uppdrag", säger han.
-0.8834649920463562	Charlotte Kalla förföljd av stalker	RUKA. Medaljen har en baksida. Främmande bilar smyger omkring på gatorna utanför huset i Sundsvall och inför världscuppremiären berättar Charlotte Kalla att hon
0.3409874141216278	Klaus-Peter Beiersdorf	Klaus-Peter Beiersdorf tog i höstas hem blogg-sm, som arrangerades av Glocalnet och Rix FM. Han är också kommunikationskonsult på BE United.
0.5416252613067627	Nu öppnar äntligen det mytomspunna Dragon Gate vid E4: "Många vågar inte riktigt tro på det"	Efter alla år av ekonomiska fiaskon och brustna illusioner – nu öppnar äntligen Dragon Gate vid E4 mellan Gävle och…
0.3584096431732178	Ledare: EU söker ännu en roll	\N
1.0153497457504272	Hurula gör hemska minnen ofarliga med musik	Läs artikeln här!
2.0642261505126953	Akzo Nobel satsar – Största investeringen på mer än 20 år	50 miljoner kronor. Så mycket satsar Akzo Nobe...
1.0420159101486206	Malmöföretag etablerar sig på andra sidan jorden	Malmöföretaget Paxxo har haft en stark tillväxt. Nyligen etablerade de sig i Australien och på Nya Zeeland. Bakom framgången står en stark efterfrågan på företagets miljösmarta avfallslösningar.
0.5619760155677795	LÄSARTEXT: Bouleresultat	Östersunds Bouleklubb
0.02911900356411934	Prenumerantrabatt på annons	Då får du som är prenumerant 50% rabatt på annonser under Fira och uppmärksamma.
-0.988735556602478	Vad döljer sig i ditt vin?	”Vet inte särskilt mycket om vad som finns i flaskan.”
-1.540772795677185	Fogden tog Höörsbons bil när sonen lät en skuldsatt vän sätta sig bakom ratten	Det räcker inte att man står som registrerad ägare för att få behålla bilen.
-0.5612382292747498	Källor: USA pausar bidrag till WTO	Samtidigt som president Donald Trump har ökat sina ansträngningar för att minska de statliga utgifterna, har USA pausat sina bidrag till Världshandelsorganisationen WTO för 2024 och 2025. Det uppger tre källor för Reuters.
0.7523584961891174	Max Lindén flyttar från HIF:s A-lag – blir huvudtränare för P19 - Skånesport	Max Lindén återvände i somras till HIF och blev assisterande tränare i A-laget. Nu byter han jobb och blir huvudtränare för HIF:s P19. – Efter degraderingen har vi fått se över vår organisation utifrån förutsättningarna vi kommer att ha i Superettan. Max är en oerhört kompetent tränare som vi är glada över att dels ha […]
0.9801651835441589	Här är Lyckseles nystartade företag	Undrar du om nya företag som har startats i din kommun? Här får du nyheter om lokalt näringsliv från månaden som gått.
-1.4297202825546265	Kvinna döms för iskalla draget – sov över och tog av buffén: ”Åt som en häst”	Den 31-åriga kvinnan smög in på Villa Billerud ...
-2.183209180831909	Klädbutik har gått i konkurs	Vill du veta om företag som har gått under i din kommun?
0.5496042370796204	Här är utredarens förslag till lex Lilla hjärtat	Här är utredarens förslag till lex Lilla hjärtat. Fem lagändringar ska stärka tvångsvårdade barns rättigheter, föreslår regeringens utredare.
0.8468255400657654	3-2 i matchserien – efter ny seger för AIK mot Bik Karlskoga	Med 3-2 (0-0, 2-0, 0-2, 0-0, 0-0, 1-0) efter förlängning på bortaplan har AIK tagit ett greppet mot Bik Karlskoga i Hockeyallsvenskans semifinal.
-0.47732582688331604	Alex Schulman: Vi skruvar upp julmusiken och försöker glömma världen ett tag	Årets jul kommer som en välbehövlig paus. Vi pyntar, lyssnar på bjällerklang och lägger in sill. Men på andra sidan helgerna finns verkligheten kvar.
-1.6430511474609375	Niklas Wahllöf: Är man tillräckligt manisk med lajken kanske man får ett jobb	Självklart oroar vi oss för vad ungdomar har för sig på sociala medier. Och liknar det vad vuxna gör på ställen som Linkedin finns det skäl för oron.
-1.0515457391738892	Beslut om matlådor skjuts fram	Vilka konsekvenser det får om kommunen inte längre erbjuder matlådor inom hemtjänsten måste utredas vidare.
0.7888830304145813	Ny ägare till hus i Bengtsfors	Anna-Malin Erika Fredriksson, 53 år, har tagi...
-0.03293747082352638	Försvarets skjutfält blev kanonFredrik Sa för strandpensionatet	Familjeföretaget Tofta Strandpensionat har gamla anor, men växer med nya gäster. Att ackommodera företagskunder har stärkt året runt-verksamheten i semesterparadiset.
0.543171226978302	Nya ägare till tomt i Nordmalings kommun	Siv Monika Nyberg, 62, och Lars Olof Wilhelm Nyberg, 65, från Umeå har tagit över fastigheten Levar 3:115 i Nordmalings kommun från Arne Sixten Lennarth Karlsson.
0.19200652837753296	Zahide - betydelse, hur många heter, statistik - namn.nu	[...]Läs mer
1.2713838815689087	Easy Depot tar in 70 miljoner kronor - siktar mot börsen på sikt - Di	Alltid aktuella och engagerande nyheter. Dygnet runt, året runt.
