-1.6853891611099243	VG: 13 års fengsel for drapet på Bård André Spildrejorde i Nord-Odal	En mann (55) er dømt til 13 års fengsel for å ha skutt og drept Bård André Spildrejorde (44) i Nord-Odal i fjor.
-0.041448406875133514	(+) Skappelgenser gir strikkefeber	Maria Skappel la ut mamma Dorthes genseroppskrift på bloggen. Dermed gikk Rauma Ullvare tom for alpakkagarn – midt på sommeren!
0.5233736038208008	Med bønn på timeplanen.....	Når pastor Jan-Olav Andreassen tar for seg bønn, som er kveldens tema, sitter alphakursdeltakerne som tente lys i Randesund Misjonskirke.
0.34088319540023804	Rådyrt flaggskip	Sony a1 har alt man ønsker seg i et kamera, og leverer på alle områder, bortsett fra på pris.
-0.5488882064819336	(+) Varsler utvidet søksmål etter NRK-dokumentar	Nederlenderen Ben van Wijhe varsler utvidet søksmål mot tidligere Smiths Venner-topp Bernt Aksel Larsen og to andre nettsteder etter NRK Brennpunkts dokumentar om kirken.
-1.956983208656311	Jobbet med vinkelsliper – antente storbrann	Gnister fra vinkelsliper utløste «omfattende brann i bygningen, med store materielle skader». Nå har politiet avdekket flere lovbrudd.
-0.7645682096481323	Vil hindre spekulasjon	APS får kjøpe industritomta på Øysand, men må forplikte seg til å ta den i bruk innen juli 2004. Et av de firmaene som skulle hjelpes ved hjelp av tomta, har permittert en del av sine ansatte og har ingen virksomhet på Samsonmælen.
-0.22318099439144135	(+) Schibsteds investoransvarlig: Derfor kjøpte de seg inn i Viaplay	Investoransvarlig i Schibsted, Jann-Boje Meinecke, utelukker ikke kjøp av sportsrettigheter. Dette sier han om aksjekjøpet i Viaplay.
0.4483010470867157	Spennende «luksusbil»	Vil være Mercedes, men Citroën skinner gjennom.
-0.48845624923706055	Fant «verdens beste» UFO-bilde etter 30 år	Et fotografi som skal vise et diamantformet, flygende objekt i Skottland er kommet fram for offentligheten etter å ha vært «tapt» i over tre tiår.
1.563438892364502	Vil gi Frøya et raskere og bedre båttilbud	Axel Wold vil bygge Norges raskeste passasjerbåt og kjøre folk direkte mellom Frøya og Trondheim.
-1.0588114261627197	- Man lever i en boble	Tre deltakere ble sendt på hodet ut av «Top Model». – Alle opp— og nedturer   blir 100 ganger forsterket på tv, sier modellspiren Martine Bjørke Dyb.
-0.7697577476501465	Pass på: - Utspekulerte	- Vi stopper svindelforsøk for mange millioner i uka.
0.5275474190711975	(+) – Har både hatt det fantastisk og opplevd noe av det mest tragiske som kan skje	Litt over nyttår gir Raymond Johansen seg som butikksjef på Bunnpris Sortland. Han ser tilbake på tre år som stort sett har vært fantastiske - men også inneholdt tap av en god kollega og ansatt.
0.4235255718231201	(+) Opptur for det lokale selskapet	Nær tredobla inntektene i 2024.
1.0859348773956299	Intercellulær mitokondriell overføring for revitalisering av vev - NHI.no	Mitokondrier spiller en viktig rolle i reparasjonsprosesser. De kan overføres fra friske celler til syke celler og bidra i revitaliseringen av skadet vev i ulike organer.
0.25155970454216003	Værmeldingen på PCen	Nå kan du få Navtex værmeldinger direkte på PCen via en liten boks til noen tusenlapper.
0.6655794978141785	Kjøp og salg av eiendom på Osterøy	Disse eiendommene fikk ny eier i mai.
0.5359375476837158	Sparebanken Vest og Sparebanken Sør fusjonerer	De to bankene blir med det landets største regionbank. Med samlet utlån på 429 milliarder, er det bare DNB og Nordea som er større.
1.5076987743377686	Her får du Rolls-Royce til moped-pris	Det er naturligvis en liten hake ved det hele...
1.567121982574463	Det hvite hus feiret suksessrik TV-serie. Skaperen sa at Bidens avgang var et «West Wing»-øyeblikk.	WASHINGTON D.C. (Aftenposten): Fredag var «Presidenten» tilbake i Det hvite hus. – Det er min glede å introdusere president Bartlet, sa Jill Biden.
-1.177473783493042	Psykolog advarer mot TikTok-«eksperter»	– De viktigste alarmklokkene er dem som ringer inni deg.
0.843461275100708	(+) Bostyrer bekrefter: Har kommet inn bud på alle Vipers-trofeene	Fædrelandsvennen - Få siste nytt fra Kristiansand og Agder her. Vi holder deg oppdatert på det som skjer.
-1.3509896993637085	Småbarnsmødre sliter	Synnøve Konglevoll trekker seg fra Stortinget. Etter at den nybakte mammaen fikk tommelen ned fra flere lokallag i Troms Ap, ga hun opp å bli renominert.
-0.7486637234687805	Denne dronningen stinket	2008 er en parentes i kroppsvaskens illeluktende historie.
0.5292834043502808	Ingen selvfølge at karakterer og fysikk gir Forsvaret de beste soldatene | Nina Hellum	Forsvaret har et bredt utvalg av mangfoldige oppgaver som krever et mangfoldig mannskap.
1.8342801332473755	(+) Reinrosas mor fikk kommunens ærespris	Mari Kiil ble mandag tildelt Nordreisa kommunes ærespris.
-0.7231181859970093	Kritikk mot regjeringens rusreform: – Lite som er reformerende  - Altinget	Intensjonene er gode, men både tiltak og mål mangler, mener flere av dem som deltok i høringen om rusreformen. Flere er også skeptiske til at den kommer i to deler.
-1.2498390674591064	(+) Fant tysk granat fra andre verdenskrig	Fire unge gutter fant søndag kveld en bombelignende gjenstand i Søgne. Dette viste seg å være en tysk granat fra andre verdenskrig.
0.8193535804748535	Luksusøredobber til svimlende sum	- Merket er en kongelig favoritt, sier KKs moteansvarlig.
0.08833224326372147	Du kan merke deg dette navnet	Lemi debuterer med litt av en låt.
0.6312516927719116	Kaksesjokk: - Som julekvelden på kjerringa	Norsk lederlønninger har vokst såpass mye i løpet av ett år at selv rikingskeptikerne i Rødt ble tatt på senga.
0.4548685848712921	Se videominnene fra bryllupet	Det er nå ti år siden prinsessebryllupet i Trondheim, og vi har funnet fram noen videominner fra mai 2002.
-1.2378039360046387	Bomstasjoner, snikkjøring og urettferdig favorisering av sone 1	Vegvesenets hensikt er å starte innkreving av bompengene i oktober 2022. Vi har så vidt tida og veien til å stoppe galskapen, skriver innsenderen av dette leserinnlegget.
